,front_house_area,house_area,street,quality,year_built,year_remodel_add,garage_year_build,basement_quality,basement_area,central_air_conditioning,heating,grade_living_area,wood_deck_area
1012,55.0,10592,Pave,6,1923,1996,1923.0,TA,602.0,Y,GasA,1502,96
1013,60.0,7200,Pave,5,1910,2006,1956.0,TA,1022.0,N,GasW,1022,0
1014,60.0,11664,Pave,6,1948,1950,1948.0,TA,1082.0,Y,GasA,1082,0
1015,70.0,8400,Pave,8,2001,2001,2001.0,Gd,810.0,Y,GasA,1665,0
1016,73.0,11883,Pave,7,1996,1996,1996.0,Gd,1504.0,Y,GasA,1504,115
1017,69.30579531442663,5814,Pave,8,1984,1984,1984.0,Gd,1220.0,Y,GasA,1360,63
1018,69.30579531442663,10784,Pave,7,1991,1992,1991.0,Gd,384.0,Y,GasA,1472,164
1019,43.0,3013,Pave,7,2005,2005,2005.0,Gd,1362.0,Y,GasA,1506,142
1020,60.0,7024,Pave,4,2005,2005,2005.0,Gd,1132.0,Y,GasA,1132,252
1021,64.0,7406,Pave,7,2006,2006,2006.0,Gd,1199.0,Y,GasA,1220,105
1022,52.0,9439,Pave,5,1930,1950,1957.0,TA,912.0,Y,GasA,1248,0
1023,43.0,3182,Pave,7,2005,2006,2005.0,Gd,1346.0,Y,GasA,1504,156
1025,70.0,7700,Pave,5,1972,1972,1980.0,TA,882.0,Y,GasA,882,96
1026,73.0,9300,Pave,5,1960,1960,1960.0,TA,1268.0,Y,GasA,1264,0
1027,71.0,9520,Pave,8,2007,2008,2008.0,Gd,1638.0,Y,GasA,1646,192
1028,79.0,9492,Pave,5,1941,1950,1941.0,TA,768.0,Y,GasA,1376,0
1030,69.30579531442663,7082,Pave,5,1916,1995,1978.1134057971014,TA,686.0,Y,GasA,1928,0
1032,69.30579531442663,14541,Pave,8,1993,1993,1993.0,Gd,1338.0,Y,GasA,2520,209
1033,69.30579531442663,8125,Pave,7,2002,2002,2002.0,Gd,1654.0,Y,GasA,1654,0
1034,50.0,6305,Pave,5,1938,1950,1938.0,Fa,920.0,Y,GasA,954,0
1036,89.0,12898,Pave,9,2007,2008,2008.0,Ex,1620.0,Y,GasA,1620,228
1037,69.30579531442663,9240,Pave,8,2001,2002,2001.0,Gd,1055.0,Y,GasA,2263,0
1040,88.0,13125,Pave,5,1957,2000,1957.0,TA,1134.0,Y,GasA,1803,0
1041,69.30579531442663,9130,Pave,6,1966,2000,1966.0,TA,800.0,Y,GasA,1632,0
1042,34.0,5381,Pave,6,2005,2005,2005.0,Gd,1306.0,Y,GasA,1306,170
1043,86.0,11839,Pave,7,1990,1990,1990.0,Gd,1475.0,Y,GasA,2329,192
1047,57.0,9245,Pave,5,1994,1995,1996.0,Gd,990.0,Y,GasA,990,0
1050,73.0,8993,Pave,7,2007,2007,2007.0,Gd,1302.0,Y,GasA,1302,0
1051,103.0,11175,Pave,7,2007,2007,2007.0,Gd,1316.0,Y,GasA,1316,0
1052,100.0,9500,Pave,6,1964,1978,1964.0,TA,816.0,Y,GasA,1977,0
1053,68.0,8562,Pave,5,1957,2002,1957.0,TA,1216.0,Y,GasA,1526,116
1054,90.0,11367,Pave,8,2002,2002,2002.0,Gd,1065.0,Y,GasA,1989,199
1055,104.0,11361,Pave,6,1976,1976,1976.0,Gd,1193.0,Y,GasA,1523,0
1056,43.0,7052,Pave,7,2005,2005,2005.0,Gd,1364.0,Y,GasA,1364,192
1057,69.30579531442663,29959,Pave,7,1994,1994,1994.0,Gd,973.0,Y,GasA,1850,168
1058,96.0,11308,Pave,9,2008,2008,2008.0,Ex,1104.0,Y,GasA,2184,0
1059,69.30579531442663,11275,Pave,6,1932,1950,1977.0,TA,854.0,Y,GasA,1991,0
1060,41.0,4920,Pave,8,2001,2001,2001.0,Gd,1338.0,Y,GasA,1338,0
1061,120.0,18000,Grvl,3,1935,1950,1994.0,TA,894.0,Y,GasA,894,0
1063,50.0,6000,Pave,6,1925,1980,1976.0,TA,1103.0,Y,GasA,1103,166
1064,69.30579531442663,11000,Pave,5,1966,1966,1966.0,TA,1154.0,Y,GasA,1154,0
1065,80.0,14000,Pave,7,1996,1997,1996.0,Ex,1306.0,Y,GasA,2260,296
1066,59.0,7837,Pave,6,1993,1994,1993.0,Gd,799.0,Y,GasA,1571,0
1067,80.0,9760,Pave,6,1964,1964,1964.0,TA,780.0,Y,GasA,1611,328
1069,60.0,9600,Pave,5,1949,2003,1985.0,TA,845.0,Y,GasA,893,0
1070,72.0,10152,Pave,5,1956,1956,1956.0,TA,1048.0,Y,GasA,1048,0
1071,78.0,11700,Pave,6,1968,1968,1968.0,TA,727.0,Y,GasA,1556,0
1072,50.0,7585,Pave,5,1948,1950,1954.0,Fa,810.0,Y,GasA,1456,0
1073,75.0,7950,Pave,6,1977,1977,1977.0,TA,690.0,Y,GasA,1426,252
1074,74.0,8556,Pave,7,2006,2006,2006.0,Gd,1240.0,Y,GasA,1240,140
1075,75.0,13125,Pave,7,1940,1984,1940.0,TA,800.0,Y,GasA,1740,0
1076,60.0,10800,Pave,5,1936,1989,1950.0,Fa,796.0,Y,GasA,1466,436
1077,69.30579531442663,15870,Pave,5,1969,1969,1969.0,TA,1096.0,Y,GasA,1096,240
1078,37.0,4435,Pave,6,2004,2004,2004.0,Gd,848.0,Y,GasA,848,140
1079,65.0,8775,Pave,5,1994,1994,1996.0,Gd,990.0,Y,GasA,990,0
1080,80.0,11040,Pave,6,1971,2004,1971.0,TA,1258.0,Y,GasA,1258,55
1081,75.0,7500,Pave,5,1963,1963,1963.0,TA,1040.0,Y,GasA,1040,0
1082,70.0,8749,Pave,7,2002,2002,2002.0,Gd,1459.0,Y,GasA,1459,192
1083,80.0,8800,Pave,6,1964,1964,1964.0,TA,1251.0,Y,GasA,1251,0
1084,69.30579531442663,13031,Pave,6,1995,1996,1995.0,Gd,691.0,Y,GasA,1498,315
1085,73.0,9069,Pave,6,1992,1992,1992.0,Gd,936.0,Y,GasA,996,120
1086,69.30579531442663,1974,Pave,4,1973,1973,1973.0,TA,546.0,Y,GasA,1092,120
1087,85.0,10574,Pave,8,2005,2006,2005.0,Gd,1082.0,Y,GasA,1953,160
1088,24.0,2522,Pave,7,2004,2004,2004.0,Gd,970.0,Y,GasA,1709,0
1089,37.0,3316,Pave,8,2005,2005,2005.0,Gd,1247.0,Y,GasA,1247,0
1091,24.0,2160,Pave,7,1999,2000,1999.0,Gd,600.0,Y,GasA,1252,0
1092,60.0,8400,Pave,6,1925,1950,1925.0,TA,1181.0,Y,GasA,1694,342
1093,71.0,9230,Pave,5,1965,1998,1977.0,TA,864.0,Y,GasA,1200,0
1094,74.0,5868,Pave,5,1956,2000,1956.0,TA,936.0,Y,GasA,936,0
1095,78.0,9317,Pave,6,2006,2006,2006.0,Gd,1314.0,Y,GasA,1314,0
1096,60.0,6882,Pave,6,1914,2006,1978.1134057971014,TA,684.0,Y,GasA,1355,136
1097,69.30579531442663,3696,Pave,8,1986,1986,1987.0,Gd,1074.0,Y,GasA,1088,0
1098,50.0,6000,Pave,4,1936,1950,1936.0,TA,672.0,Y,GasA,1324,0
1099,82.0,11880,Pave,7,1978,1978,1978.0,Gd,1271.0,Y,GasA,1601,0
1101,61.0,9758,Pave,5,1971,1971,1981.0,TA,950.0,Y,GasA,950,0
1102,70.0,7000,Pave,5,1960,2002,1960.0,TA,1010.0,Y,GasA,1134,0
1103,79.0,8910,Pave,6,1959,1959,1954.0,TA,655.0,Y,GasA,1194,0
1104,24.0,2016,Pave,5,1970,1970,1970.0,TA,630.0,Y,GasA,1302,0
1105,98.0,12256,Pave,8,1994,1995,1994.0,Ex,1463.0,Y,GasA,2622,186
1106,114.0,10357,Pave,7,1990,1991,1990.0,Gd,910.0,Y,GasA,1442,0
1108,69.30579531442663,8063,Pave,6,2000,2000,2000.0,Gd,924.0,Y,GasA,1690,100
1109,107.0,11362,Pave,8,2004,2005,2004.0,Ex,1836.0,Y,GasA,1836,125
1110,69.30579531442663,8000,Pave,6,1995,1996,1995.0,Gd,773.0,Y,GasA,1658,224
1111,80.0,10480,Pave,7,1976,1976,1976.0,TA,803.0,Y,GasA,1964,0
1112,73.0,7100,Pave,5,1957,1957,1957.0,TA,816.0,Y,GasA,816,0
1113,66.0,8923,Pave,5,1953,2006,1953.0,TA,1008.0,Y,GasA,1008,0
1114,90.0,5400,Pave,5,1954,2000,1955.0,TA,833.0,Y,GasA,833,0
1115,93.0,12085,Pave,8,2007,2007,2007.0,Ex,1734.0,Y,GasA,1734,0
1116,69.30579531442663,7750,Pave,8,2002,2002,2002.0,Gd,408.0,Y,GasA,1419,120
1117,57.0,9764,Pave,5,1967,2003,1967.0,TA,894.0,Y,GasA,894,0
1118,85.0,13825,Pave,5,1958,1987,1958.0,TA,533.0,Y,GasA,1601,280
1119,70.0,7560,Pave,5,1959,1959,1959.0,TA,1040.0,Y,GasA,1040,140
1120,59.0,8263,Pave,6,1920,1950,1920.0,TA,1012.0,Y,GasA,1012,0
1121,84.0,10084,Pave,7,2005,2006,2005.0,Gd,1552.0,Y,GasA,1552,144
1122,69.30579531442663,8926,Pave,4,1956,1956,1956.0,TA,672.0,Y,GasA,960,64
1123,50.0,9405,Pave,5,1947,2008,1978.1134057971014,TA,698.0,Y,GasA,698,0
1124,69.30579531442663,9125,Pave,7,1992,1992,1992.0,Gd,384.0,Y,GasA,1482,100
1125,60.0,10434,Pave,4,1955,1955,1977.0,TA,1005.0,Y,GasA,1005,0
1126,53.0,3684,Pave,7,2007,2007,2007.0,Gd,1373.0,Y,GasA,1555,143
1128,59.0,11796,Pave,7,2004,2005,2004.0,Gd,847.0,Y,GasA,1959,100
1129,60.0,7200,Pave,5,1980,1980,1980.0,Gd,936.0,Y,GasA,936,49
1130,65.0,7804,Pave,4,1928,1950,1981.0,TA,1122.0,Y,GasA,1981,431
1131,63.0,10712,Pave,5,1991,1992,1978.1134057971014,Gd,974.0,Y,GasA,974,0
1133,80.0,9828,Pave,8,1995,1995,1995.0,Gd,1128.0,Y,GasA,2020,0
1134,57.0,8773,Pave,6,1997,1997,1997.0,Gd,916.0,Y,GasA,1600,100
1135,60.0,6180,Pave,6,1926,1950,1926.0,TA,960.0,N,GasA,986,0
1136,80.0,9600,Pave,6,1950,1950,1950.0,TA,1032.0,Y,GasA,1252,0
1138,69.30579531442663,9819,Pave,6,1977,1977,1977.0,TA,1567.0,Y,GasA,1567,264
1139,98.0,8731,Pave,5,1920,1950,1972.0,TA,915.0,Y,GasA,1167,0
1140,60.0,7350,Pave,5,1951,1951,1988.0,TA,952.0,Y,GasA,952,0
1141,69.30579531442663,10304,Pave,5,1976,1976,1976.0,TA,780.0,Y,GasA,1868,448
1143,69.30579531442663,9000,Pave,5,1959,1959,1978.1134057971014,TA,1006.0,Y,GasA,1006,0
1144,60.0,12180,Pave,4,1941,1950,1941.0,Gd,672.0,N,Grav,924,0
1145,52.0,6240,Pave,5,1928,1950,1928.0,TA,1042.0,Y,GasA,1576,0
1146,69.30579531442663,11200,Pave,6,1985,1985,1985.0,Gd,1298.0,Y,GasA,1298,165
1147,75.0,12000,Pave,7,1941,1950,1941.0,TA,704.0,Y,GasA,1564,0
1148,69.30579531442663,5700,Pave,7,1926,1950,1982.0,TA,572.0,Y,GasA,1111,0
1149,50.0,9000,Pave,7,1920,1988,1930.0,TA,650.0,Y,GasA,1482,0
1150,57.0,8280,Pave,6,1950,1950,1950.0,TA,932.0,Y,GasA,932,0
1151,134.0,17755,Pave,5,1959,1959,1959.0,TA,1466.0,Y,GasA,1466,0
1152,90.0,14115,Pave,6,1956,2004,1956.0,TA,1073.0,Y,GasA,1811,0
1153,69.30579531442663,5890,Pave,6,1930,2007,2002.0,TA,816.0,Y,GasA,816,0
1154,69.30579531442663,13700,Pave,7,1965,1988,1965.0,TA,864.0,Y,GasA,1820,60
1155,90.0,10768,Pave,5,1976,2004,1976.0,Gd,1437.0,Y,GasA,1437,0
1156,85.0,9350,Pave,5,1965,1999,1965.0,TA,1219.0,Y,GasA,1265,0
1157,34.0,5001,Pave,7,2007,2008,2008.0,Gd,1314.0,Y,GasA,1314,172
1158,92.0,11932,Pave,8,2007,2008,2008.0,Gd,1580.0,Y,GasA,1580,0
1159,76.0,9120,Pave,6,1974,1974,1974.0,TA,901.0,Y,GasA,1876,0
1160,24.0,2280,Pave,6,1978,1978,1978.0,Gd,855.0,Y,GasA,1456,26
1161,69.30579531442663,14778,Pave,6,1954,2006,1993.0,TA,1296.0,Y,GasA,1640,108
1162,109.0,8724,Pave,5,1968,1968,1968.0,Gd,894.0,Y,GasA,894,0
1163,60.0,12900,Pave,4,1969,1969,1969.0,Gd,1198.0,Y,GasA,1258,120
1164,69.30579531442663,16157,Pave,5,1978,1978,1978.0,Gd,1360.0,Y,GasA,1432,168
1165,79.0,9541,Pave,7,2009,2009,2009.0,Gd,1502.0,Y,GasA,1502,0
1166,64.0,10475,Pave,8,2008,2008,2008.0,Gd,1694.0,Y,GasA,1694,160
1167,58.0,10852,Pave,6,2000,2000,2000.0,Gd,959.0,Y,GasA,1671,0
1168,120.0,13728,Pave,6,1935,1986,1935.0,TA,1127.0,Y,GasA,2108,0
1170,76.0,9880,Pave,6,1977,1977,1977.0,TA,1096.0,Y,GasA,1118,203
1171,76.0,9120,Pave,6,1958,1958,1958.0,TA,1261.0,Y,GasA,1261,0
1172,35.0,4017,Pave,7,2006,2007,2006.0,Gd,625.0,Y,GasA,1250,0
1174,80.0,16560,Pave,6,1932,1950,1932.0,Gd,952.0,Y,GasA,2345,0
1176,37.0,6951,Pave,5,1984,1985,1984.0,TA,876.0,Y,GasA,923,362
1177,69.30579531442663,3950,Pave,6,1926,2004,1926.0,TA,818.0,Y,GasA,1224,0
1178,54.0,7681,Pave,5,1921,1950,1921.0,TA,731.0,Y,GasA,1343,192
1180,69.30579531442663,11170,Pave,7,1990,1991,1990.0,Gd,1216.0,Y,GasA,2514,0
1181,64.0,5587,Pave,8,2008,2008,2008.0,Ex,1600.0,Y,GasA,1652,162
1183,60.0,10800,Pave,5,1920,1950,1970.0,TA,1120.0,Y,GasA,1130,229
1184,50.0,35133,Grvl,5,1963,1963,1963.0,TA,1572.0,Y,GasA,1572,0
1185,60.0,9738,Pave,5,1924,1950,1965.0,TA,784.0,Y,GasA,1221,0
1187,89.0,12461,Pave,8,1994,1995,1994.0,Gd,1624.0,Y,GasA,1624,0
1188,68.0,8935,Pave,7,2002,2002,2002.0,Gd,831.0,Y,GasA,1660,144
1189,60.0,7500,Pave,7,1999,1999,1999.0,TA,994.0,Y,GasA,1804,140
1190,69.30579531442663,32463,Pave,4,1961,1975,1975.0,TA,1249.0,Y,GasA,1622,439
1191,24.0,2645,Pave,8,1999,2000,1999.0,Gd,776.0,Y,GasA,1441,206
1192,60.0,9600,Pave,5,1925,1994,1925.0,TA,702.0,Y,GasA,1472,0
1193,69.30579531442663,4500,Pave,6,1999,1999,1999.0,Ex,1224.0,Y,GasA,1224,0
1194,80.0,9364,Pave,6,1969,1969,1969.0,TA,663.0,Y,GasA,1352,379
1195,51.0,8029,Pave,6,2005,2005,2005.0,Gd,728.0,Y,GasA,1456,100
1196,58.0,14054,Pave,7,2006,2006,2006.0,Gd,879.0,Y,GasA,1863,100
1197,65.0,8850,Pave,7,1916,1950,1916.0,TA,815.0,Y,GasA,1690,0
1198,70.0,9100,Pave,7,2001,2001,2001.0,Gd,1212.0,Y,GasA,1212,356
1199,75.0,11235,Pave,4,1963,1979,1974.0,TA,1051.0,Y,GasA,1382,0
1200,71.0,9353,Pave,4,1970,1970,1972.0,TA,864.0,Y,GasA,864,0
1201,80.0,10400,Pave,7,1998,1998,1998.0,Gd,866.0,Y,GasA,1779,198
1202,50.0,6000,Pave,5,1925,1997,1960.0,TA,884.0,Y,GasA,1348,0
1203,75.0,9750,Pave,7,2000,2001,2000.0,Gd,1630.0,Y,GasA,1630,74
1204,78.0,10140,Pave,5,1975,1975,1975.0,Gd,1056.0,Y,GasA,1074,0
1206,69.30579531442663,8900,Pave,4,1966,1966,1966.0,TA,1056.0,Y,GasA,1056,0
1207,70.0,9135,Pave,6,2003,2003,2003.0,Gd,1682.0,Y,GasA,1700,192
1208,70.0,7763,Pave,5,1962,1980,1980.0,TA,931.0,Y,GasA,1283,0
1209,85.0,10182,Pave,8,2006,2006,2006.0,Ex,1660.0,Y,GasA,1660,322
1212,50.0,9340,Pave,4,1941,1950,1941.0,TA,672.0,Y,GasA,672,0
1213,69.30579531442663,10246,Pave,4,1965,2001,1965.0,TA,648.0,Y,GasA,960,88
1214,69.0,10205,Pave,5,1962,1962,1962.0,TA,925.0,Y,GasA,999,150
1215,99.0,7094,Pave,5,1966,1966,1966.0,TA,894.0,Y,GasA,894,0
1217,72.0,8640,Pave,8,2009,2009,2009.0,Gd,1300.0,Y,GasA,1314,135
1220,66.0,7800,Pave,5,1964,1964,1964.0,TA,912.0,Y,GasA,912,0
1221,55.0,8250,Pave,5,1968,1968,1968.0,TA,952.0,Y,GasA,1211,0
1222,78.0,10496,Pave,6,1949,1950,1949.0,TA,1040.0,Y,GasA,1846,0
1223,89.0,10680,Pave,5,1951,1951,1951.0,TA,2136.0,N,GasA,2136,0
1224,60.0,15384,Pave,7,2004,2005,2004.0,Gd,788.0,Y,GasA,1490,100
1225,65.0,10482,Pave,6,1958,1958,1958.0,TA,588.0,Y,GasA,1138,224
1226,86.0,14598,Pave,6,2007,2007,2007.0,Gd,894.0,Y,GasA,1933,100
1227,72.0,8872,Pave,5,1965,2008,1992.0,TA,912.0,Y,GasA,912,0
1228,65.0,8769,Pave,9,2008,2008,2008.0,Ex,1702.0,Y,GasA,1702,0
1229,70.0,7910,Pave,5,1960,1960,1960.0,TA,1075.0,Y,GasA,1507,0
1230,69.30579531442663,18890,Pave,5,1977,1977,1977.0,Gd,1361.0,Y,GasA,2620,155
1231,70.0,7728,Pave,5,1962,1962,1962.0,TA,1106.0,Y,GasA,1190,0
1233,69.30579531442663,12160,Pave,5,1959,1959,1959.0,TA,1188.0,Y,GasA,1188,0
1234,55.0,8525,Pave,5,1911,1950,1978.1134057971014,TA,940.0,N,GasA,1964,0
1235,96.0,13132,Pave,5,1914,1950,1914.0,Gd,747.0,Y,GasA,1784,203
1236,36.0,2628,Pave,7,2003,2003,2003.0,Gd,764.0,Y,GasA,1626,0
1237,41.0,12393,Pave,7,2004,2005,2004.0,Gd,847.0,Y,GasA,1948,100
1238,63.0,13072,Pave,6,2005,2005,2005.0,Gd,1141.0,Y,GasA,1141,0
1239,64.0,9037,Pave,8,2006,2006,2006.0,Gd,1476.0,Y,GasA,1484,120
1240,65.0,8158,Pave,7,2003,2003,2003.0,Gd,884.0,Y,GasA,1768,0
1241,83.0,9849,Pave,7,2007,2007,2007.0,Gd,1689.0,Y,GasA,1689,0
1242,85.0,10625,Pave,7,1974,1974,1974.0,Gd,1053.0,Y,GasA,1173,0
1244,69.30579531442663,11435,Pave,8,1929,1950,1931.0,Gd,792.0,Y,GasA,1517,0
1245,78.0,12090,Pave,6,1984,2003,1984.0,Gd,585.0,Y,GasA,1868,268
1246,65.0,8125,Pave,7,2005,2006,2005.0,Gd,756.0,Y,GasA,1553,0
1247,69.30579531442663,12328,Pave,6,1976,1976,1976.0,TA,1012.0,Y,GasA,1034,0
1248,60.0,9600,Pave,6,1917,1950,1950.0,Gd,735.0,N,OthW,2058,0
1249,60.0,7200,Pave,5,1950,1950,1950.0,TA,876.0,Y,GasA,988,0
1250,93.0,11160,Pave,7,1968,1968,1968.0,TA,2110.0,Y,GasA,2110,0
1251,69.30579531442663,3136,Pave,7,2003,2003,2003.0,Gd,1405.0,Y,GasA,1405,148
1252,62.0,9858,Pave,5,1968,1968,1968.0,TA,864.0,Y,GasA,874,33
1253,69.30579531442663,17542,Pave,7,1974,2003,1974.0,TA,1192.0,Y,GasA,2167,220
1254,60.0,6931,Pave,7,2003,2004,2003.0,Gd,746.0,Y,GasA,1656,178
1255,52.0,6240,Pave,6,1931,1950,1978.0,TA,884.0,Y,GasA,1367,0
1256,91.0,14303,Pave,8,1994,1994,1994.0,Gd,1986.0,Y,GasA,1987,262
1257,56.0,4060,Pave,5,1922,1950,1978.1134057971014,Fa,864.0,Y,GasA,864,0
1258,59.0,9587,Pave,7,2005,2005,2005.0,Gd,856.0,Y,GasA,1166,212
1259,65.0,9750,Pave,6,1969,1969,1969.0,Gd,1054.0,Y,GasA,1054,180
1260,69.30579531442663,24682,Pave,6,1999,1999,1999.0,Gd,841.0,Y,GasA,1675,0
1261,80.0,9600,Pave,5,1956,1956,1956.0,TA,1050.0,Y,GasA,1050,0
1262,69.30579531442663,11250,Pave,4,1957,1989,1957.0,TA,1104.0,Y,GasA,1788,120
1263,60.0,13515,Pave,6,1919,1950,1940.0,TA,764.0,Y,GasA,1824,0
1264,34.0,4060,Pave,6,1998,1999,1998.0,Gd,1405.0,Y,GasA,1337,144
1265,35.0,3735,Pave,7,1999,1999,1999.0,Gd,691.0,Y,GasA,1452,0
1266,60.0,10120,Pave,7,1910,1950,1960.0,TA,925.0,N,GasA,1889,0
1267,89.0,13214,Pave,9,2008,2009,2009.0,Ex,2002.0,Y,GasA,2018,144
1269,78.0,11344,Pave,5,1958,1958,1958.0,TA,874.0,Y,GasW,1524,0
1270,69.30579531442663,23595,Pave,7,1979,1979,1979.0,Gd,1332.0,Y,GasA,1524,268
1271,69.30579531442663,9156,Pave,6,1968,1968,1968.0,TA,1489.0,Y,GasA,1489,0
1272,69.30579531442663,13526,Pave,5,1965,1965,1965.0,TA,935.0,Y,GasA,935,180
1273,124.0,11512,Pave,6,1959,2006,1959.0,TA,1019.0,Y,GasA,1357,0
1274,53.0,5362,Pave,5,1910,2003,1985.0,TA,661.0,Y,GasA,1250,242
1275,95.0,11345,Pave,5,1948,1950,1948.0,TA,928.0,Y,GasA,1920,0
1276,69.30579531442663,12936,Pave,6,1972,1972,1972.0,TA,723.0,Y,GasA,1395,294
1277,69.30579531442663,17871,Pave,6,1967,1976,1967.0,Gd,1680.0,Y,GasA,1724,0
1278,75.0,9473,Pave,8,2002,2002,2002.0,Gd,1128.0,Y,GasA,2031,0
1280,67.0,9808,Pave,7,2002,2002,2002.0,Gd,1573.0,Y,GasA,1573,0
1281,50.0,8049,Pave,7,1990,1990,1990.0,Gd,1309.0,Y,GasA,1339,0
1282,61.0,8800,Pave,5,1977,2008,1977.0,Gd,1040.0,Y,GasA,1040,0
1283,94.0,9400,Pave,6,1971,1971,1978.1134057971014,TA,912.0,Y,GasA,1824,128
1284,50.0,9638,Pave,6,1919,1990,1969.0,TA,804.0,Y,GasA,2447,272
1285,50.0,6000,Pave,6,1939,1950,1939.0,TA,780.0,Y,GasA,1412,45
1286,69.30579531442663,9790,Pave,6,1963,1963,1963.0,TA,1328.0,Y,GasA,1328,0
1287,69.30579531442663,36500,Pave,5,1964,1964,1964.0,TA,1624.0,Y,GasA,1582,168
1288,40.0,5664,Pave,8,2000,2000,2000.0,Gd,1501.0,Y,GasA,1659,212
1289,86.0,11065,Pave,8,2006,2006,2006.0,Gd,1085.0,Y,GasA,1970,177
1290,69.30579531442663,14112,Pave,5,1964,1964,1964.0,TA,1152.0,Y,GasA,1152,227
1293,78.0,10140,Pave,7,1976,1976,1976.0,Gd,832.0,Y,GasA,1664,0
1294,60.0,8172,Pave,5,1955,1990,1957.0,TA,864.0,Y,GasA,864,0
1295,70.0,8400,Pave,5,1968,1968,1968.0,TA,1052.0,Y,GasA,1052,356
1296,80.0,8700,Pave,5,1963,1963,1963.0,TA,1120.0,Y,GasA,1128,192
1297,35.0,3675,Pave,6,2005,2006,2005.0,Gd,547.0,Y,GasA,1072,0
1299,75.0,7500,Pave,5,1959,1994,1959.0,TA,1246.0,Y,GasA,1246,218
1300,69.30579531442663,10762,Pave,7,1999,1999,1999.0,Gd,978.0,Y,GasA,1983,0
1301,69.30579531442663,7500,Pave,6,1942,1950,1942.0,TA,771.0,Y,GasA,1494,0
1302,92.0,10120,Pave,8,1994,1994,1994.0,Gd,1165.0,Y,GasA,2526,309
1303,73.0,8688,Pave,7,2005,2005,2005.0,Gd,1616.0,Y,GasA,1616,208
1304,32.0,3363,Pave,7,2004,2004,2004.0,Gd,976.0,Y,GasA,1708,0
1305,108.0,13173,Pave,9,2006,2007,2006.0,Ex,1652.0,Y,GasA,1652,404
1306,48.0,6955,Pave,7,2005,2006,2005.0,Gd,1368.0,Y,GasA,1368,132
1307,60.0,8072,Pave,5,1994,1995,2000.0,Gd,990.0,Y,GasA,990,0
1308,100.0,12000,Pave,5,1948,2005,1948.0,TA,924.0,Y,GasA,1122,0
1309,69.30579531442663,7153,Pave,6,1991,1991,1991.0,Gd,1278.0,Y,GasA,1294,112
1310,100.0,17500,Pave,7,1959,2002,1959.0,Gd,1902.0,Y,GasA,1902,0
1311,68.0,8814,Pave,7,2005,2007,2005.0,Gd,1274.0,Y,GasA,1274,264
1314,60.0,8190,Pave,4,1954,1954,1956.0,TA,948.0,Y,GasA,948,0
1315,85.0,11075,Pave,6,1969,1969,1969.0,Fa,952.0,Y,GasA,2112,280
1316,61.0,10226,Pave,8,2008,2008,2008.0,Ex,1622.0,Y,GasA,1630,172
1317,47.0,4230,Pave,7,2006,2007,2006.0,Ex,1352.0,Y,GasA,1352,0
1318,69.30579531442663,14781,Pave,8,2001,2002,2001.0,Gd,1753.0,Y,GasA,1787,198
1319,75.0,10215,Pave,4,1954,1954,1954.0,TA,864.0,Y,GasA,948,0
1320,70.0,8400,Pave,6,1957,1957,1957.0,TA,1478.0,Y,GasA,1478,114
1322,107.0,10186,Pave,7,1992,1992,1992.0,Gd,750.0,Y,GasA,1923,240
1323,50.0,5330,Pave,4,1940,1950,1978.1134057971014,TA,420.0,Y,GasA,708,164
1324,75.0,9986,Pave,8,2006,2007,2007.0,Ex,1795.0,Y,GasA,1795,0
1326,70.0,4270,Pave,3,1931,2006,1978.1134057971014,TA,544.0,Y,GasA,774,0
1327,60.0,6600,Pave,5,1982,2008,1982.0,TA,816.0,Y,GasA,816,0
1329,63.0,9084,Pave,7,1998,1998,1998.0,Gd,935.0,Y,GasA,1632,0
1330,85.0,10000,Pave,8,2006,2006,2006.0,Gd,1588.0,Y,GasA,1588,144
1331,55.0,10780,Pave,5,1976,1976,1976.0,TA,911.0,Y,GasA,954,0
1332,67.0,8877,Pave,4,1938,1958,1958.0,TA,816.0,Y,GasA,816,0
1333,60.0,7200,Pave,5,1938,1995,1951.0,TA,803.0,Y,GasA,1360,0
1334,24.0,2368,Pave,5,1970,1970,1970.0,TA,765.0,Y,GasA,1365,0
1335,80.0,9650,Pave,6,1977,1977,1977.0,Gd,1350.0,Y,GasA,1334,0
1336,87.0,9246,Pave,5,1973,1973,1973.0,TA,1656.0,Y,GasA,1656,0
1338,95.0,13450,Pave,7,2002,2002,2002.0,Gd,916.0,Y,GasA,1861,146
1339,120.0,9560,Pave,5,1972,1972,1972.0,TA,864.0,Y,GasA,864,0
1340,70.0,8294,Pave,4,1971,1971,1974.0,TA,858.0,Y,GasA,872,0
1341,66.0,13695,Pave,6,2003,2004,2004.0,Gd,1114.0,Y,GasA,1114,0
1342,69.30579531442663,9375,Pave,8,2002,2002,2002.0,Gd,1284.0,Y,GasA,2169,192
1343,57.0,7558,Pave,6,1928,1950,1929.0,TA,896.0,Y,GasA,1913,0
1344,85.0,11103,Pave,7,2006,2006,2006.0,Gd,728.0,Y,GasA,1456,0
1345,50.0,6000,Pave,4,1920,1950,1997.0,TA,960.0,Y,GasA,960,0
1346,69.30579531442663,20781,Pave,7,1968,2003,1968.0,TA,1568.0,Y,GasA,2156,0
1347,93.0,15306,Pave,8,2006,2007,2006.0,Ex,1732.0,Y,GasA,1776,0
