,house_area,quality,year_built,year_remodel_add,garage_year_build,number_of_bathrooms,basement_area,has_Fireplaces_or_not,Total_rooms,grade_living_area,garage_area,garage_capacite,SalePrice
1351,9135,6,2003,2003,2003,2,1682,0,7,1700,544,2,200000
1352,9135,7,2002,2003,2002,2,1536,0,7,1536,532,2,214000
1353,9139,8,2006,2006,2006,2,1422,1,7,1432,492,2,181878
1354,9140,6,1921,1975,1950,1,629,0,5,1107,625,1,162182
1358,9144,5,1940,1982,1940,1,883,0,8,1505,240,1,145000
1359,9144,6,1915,2004,1970,2,810,0,8,1716,672,2,189432
1360,9150,6,1962,1962,1962,1,1099,1,6,1431,296,1,165000
1361,9156,6,1968,1968,1968,2,1489,1,7,1489,462,2,185750
1362,9157,7,2003,2003,2003,2,912,0,9,2014,486,2,174179
1363,9158,8,2007,2007,2007,2,1496,0,7,1496,474,2,225000
1364,9170,5,1965,1965,1965,1,1214,0,6,1214,461,2,140000
1365,9171,7,2004,2005,2004,2,848,1,7,1598,433,2,182424
1366,9178,8,2007,2007,2007,2,1643,1,7,1651,870,3,183750
1367,9178,8,2008,2008,2008,2,1468,1,6,1468,904,3,178640
1368,9179,7,1999,1999,1999,2,873,0,7,1790,588,2,193000
1369,9180,5,1983,1983,1983,1,840,0,5,884,504,2,144000
1370,9184,5,1948,2005,1948,1,780,0,6,1323,400,2,180655
1371,9187,6,1983,1983,1983,1,1084,0,5,1080,484,2,134000
1372,9187,9,2009,2009,2009,2,1766,1,7,1766,478,3,370878
1373,9196,7,2003,2003,2003,2,1560,0,7,1560,573,2,201000
1374,9200,5,1975,1980,1977,1,938,0,5,938,308,1,130250
1375,9200,6,1965,1965,1965,1,1136,1,5,1136,384,1,140000
1376,9200,6,1965,1965,1965,2,1042,0,5,1042,440,2,179374
1377,9200,8,1998,1998,1998,2,1470,1,8,2630,696,3,315000
1378,9204,5,1963,1963,1962,1,1144,0,6,1144,336,1,124000
1379,9205,6,1990,1991,1990,2,930,2,9,2683,473,2,192867
1380,9206,6,1985,1985,1985,2,741,1,7,1732,476,2,178000
1381,9215,7,2009,2010,2009,2,1218,0,4,1218,676,2,162330
1382,9216,5,1975,1975,1985,1,1076,1,5,1076,576,2,182927
1383,9230,5,1965,1998,1977,1,864,0,6,1200,884,2,146000
1385,9236,6,1997,1997,1997,2,1479,0,6,1494,576,2,217000
1386,9239,5,1963,2003,1963,1,960,0,6,960,300,1,178553
1387,9240,5,1962,2002,1972,1,864,1,6,1211,576,2,164865
1388,9240,6,1959,1998,1959,2,988,0,6,988,297,1,178762
1389,9240,8,2001,2002,2001,2,1055,1,7,2263,905,2,287000
1390,9245,5,1994,1995,1996,1,990,0,5,990,672,2,145000
1391,9245,7,2006,2006,2006,2,939,0,8,1797,639,2,213500
1392,9246,5,1973,1973,1973,2,1656,0,8,1656,506,2,135000
1393,9247,6,1962,1962,1962,1,858,1,8,1716,490,2,171000
1394,9248,6,1992,1992,1992,2,1158,0,6,1167,400,2,173000
1395,9250,5,1954,2005,1954,1,1056,0,6,1056,260,1,139400
1396,9254,8,2005,2005,2005,2,1721,0,7,1721,554,2,175061
1397,9259,4,1927,1950,1945,1,660,0,4,756,440,2,164626
1398,9260,5,1938,1950,1938,1,884,0,6,1374,225,1,176385
1399,9260,7,2007,2007,2007,2,1162,0,6,1162,483,2,176385
1400,9262,8,2008,2009,2008,2,1573,1,7,1578,840,3,287090
1401,9272,7,1999,1999,1999,2,842,0,7,1749,515,2,181518
1402,9278,5,2007,2008,1977,1,1092,0,5,1092,0,0,162039
1403,9280,5,1951,1951,1951,1,1342,0,7,1342,256,1,191702
1404,9286,5,1977,1989,1978,1,1268,0,5,1268,252,1,143500
1405,9291,6,1993,1993,1993,2,832,0,7,1710,506,2,187000
1406,9297,5,1976,1976,1976,2,1728,0,8,1728,560,2,188000
1407,9300,5,1960,1960,1960,1,1268,2,6,1264,461,2,167500
1408,9303,6,1996,1997,1996,2,872,0,7,1756,422,2,204000
1409,9308,5,1965,1965,1965,1,984,0,5,984,310,1,182694
1410,9313,7,2004,2004,2004,2,864,0,7,1728,572,2,190000
1411,9316,5,1965,1965,1965,2,1024,0,5,1020,288,1,177807
1412,9316,7,2005,2005,2005,2,784,0,6,1596,610,2,181605
1413,9316,7,2005,2005,2005,2,1614,1,7,1614,576,2,178290
1414,9316,7,2005,2006,2005,2,879,0,7,1795,578,2,185127
1415,9317,6,2006,2006,2006,2,1314,1,6,1314,440,2,176432
1416,9317,7,1993,1993,1993,2,740,1,7,1775,425,2,213000
1417,9317,7,1994,2001,1994,2,779,1,7,1958,499,2,181814
1418,9320,4,1959,1959,1978,1,950,0,6,1225,0,0,128950
1419,9337,6,1997,1997,1997,2,824,0,7,1786,684,2,204750
1420,9337,7,1997,1998,1997,2,878,1,8,1692,513,2,175846
1421,9340,4,1941,1950,1941,1,672,0,4,672,234,1,113000
1422,9345,8,2007,2007,2007,2,1615,1,7,1615,864,3,178762
1423,9350,4,1947,1979,1947,1,756,1,8,1531,209,1,178081
1424,9350,5,1961,1995,1961,1,1313,1,6,1313,610,2,174559
1425,9350,5,1964,1964,1964,1,720,1,7,1440,480,2,196053
1426,9350,5,1965,1999,1965,2,1219,1,6,1265,502,2,179900
1427,9350,5,1975,1975,1977,1,864,0,4,864,0,0,164391
1428,9350,6,1946,1950,1946,1,747,1,6,1639,240,1,180084
1429,9350,6,1964,1991,1964,2,1302,0,7,1302,309,1,158000
1430,9353,4,1970,1970,1972,1,864,0,5,864,280,1,116050
1431,9360,6,1962,2001,1962,1,621,0,7,1269,280,1,185421
1432,9360,6,1968,2004,1968,1,976,1,4,976,504,2,170625
1433,9360,6,1972,2006,1972,1,1161,1,5,1381,676,2,197500
1434,9360,6,1977,1977,1977,1,957,2,5,1287,541,2,171247
1435,9364,6,1969,1969,1969,1,663,0,7,1352,299,1,158000
1436,9370,6,1992,1993,1992,2,836,0,7,1731,462,2,186131
1437,9373,5,1953,1953,1971,1,1152,0,6,1152,636,2,178817
1438,9373,5,1975,1975,1975,2,1621,2,7,1621,478,2,179024
1439,9375,4,1954,1954,1954,1,967,1,6,1350,504,2,181721
1440,9375,7,1997,1997,1997,2,1040,1,9,2098,621,2,189196
1441,9375,7,1997,1998,1998,2,1057,0,8,2034,645,2,219500
1442,9375,7,2003,2004,2003,2,912,1,8,2094,615,2,263000
1443,9375,8,2002,2002,2002,2,1284,1,7,2169,647,2,228500
1444,9375,8,2003,2004,2003,2,1053,1,9,1992,648,2,250000
1445,9382,7,1999,2000,1999,2,1468,0,6,1479,577,2,191000
1447,9399,7,1919,1950,1919,1,818,1,7,1636,288,1,198359
1448,9400,6,1971,1971,1978,2,912,0,8,1824,0,0,139000
1449,9400,6,1975,1975,1978,2,945,0,4,980,0,0,127500
1450,9405,5,1947,2008,1978,1,698,0,4,698,0,0,118000
1451,9416,7,2007,2007,2007,2,1726,1,8,1726,786,3,311872
1452,9428,8,2007,2008,2007,2,955,1,8,1874,880,3,175610
1453,9430,8,1999,1999,1999,2,1252,1,8,2365,856,3,337000
1454,9434,7,2004,2005,2004,2,384,1,6,1374,400,2,181354
1455,9439,5,1930,1950,1957,1,912,0,6,1248,160,1,87000
1456,9450,4,1954,1954,1999,1,894,0,5,894,400,2,110000
1457,9450,4,1957,1957,1982,1,1040,1,6,1362,768,3,178071
1458,9452,8,1997,1998,1997,2,1396,1,7,2392,870,3,348000
1459,9453,7,1993,2003,1993,2,996,0,7,1744,457,2,194500
1460,9457,5,1970,1990,1988,1,925,0,7,1422,576,2,184299
1461,9462,5,1949,1973,1949,1,704,1,7,1728,234,1,182997
1462,9464,6,1958,1958,1958,1,1080,0,5,1080,288,1,136000
1463,9466,8,1994,1995,1994,1,1494,1,5,1494,478,2,153346
1464,9468,6,1999,1999,1999,2,840,1,7,1755,530,2,184114
1465,9473,8,2002,2002,2002,2,1128,1,7,2031,577,2,237000
1466,9477,5,1966,1966,1966,1,864,0,5,892,264,1,110000
1467,9480,5,1942,1995,1942,1,728,2,7,1644,312,1,146500
1468,9482,5,1958,1958,1958,2,1866,0,8,1866,495,2,199144
1469,9487,6,2000,2000,2000,2,915,1,7,1690,442,2,181044
1470,9488,5,1947,1993,1947,1,1046,0,6,1054,240,1,183463
1471,9490,6,1941,1950,1941,1,806,2,5,1578,240,1,133000
1472,9492,5,1941,1950,1941,1,768,1,6,1376,240,1,105000
1473,9500,6,1963,1963,1963,1,1394,2,6,1394,514,2,159000
1474,9500,6,1964,1978,1964,1,816,1,9,1977,540,2,165000
1475,9503,5,1958,1983,1970,1,1024,1,6,1344,484,1,144000
1476,9505,7,2001,2001,2001,2,884,1,8,2035,434,2,222500
1477,9510,6,1962,1985,1962,1,1135,0,6,1207,264,1,180882
1478,9512,7,2005,2006,2005,2,960,1,8,2318,541,2,181991
1479,9520,4,1953,1953,1953,1,911,0,5,930,286,1,165830
1480,9520,8,2007,2008,2008,2,1638,1,7,1646,800,3,293077
1481,9525,5,1954,1998,1954,1,1172,0,5,1172,366,1,178425
1482,9525,5,1995,2006,1999,1,1099,0,6,1099,352,1,144000
1483,9525,6,1953,1953,1953,1,1000,0,7,1609,305,1,209673
1484,9525,6,1954,1972,1954,2,994,0,7,1855,325,1,136900
1485,9531,6,1998,1998,1998,2,794,0,7,1796,546,2,211000
1486,9532,4,1953,1953,1953,1,1105,1,6,1647,280,1,176713
1488,9535,5,1967,1967,1967,1,1176,1,7,1458,512,2,183141
1489,9535,6,1998,1998,1998,2,926,0,7,1604,472,2,179136
1490,9541,7,2009,2009,2009,2,1502,0,7,1502,644,2,233170
1491,9543,7,2001,2001,2001,2,845,0,7,1690,517,2,176734
1492,9545,8,2000,2000,2000,2,1160,1,7,2234,768,3,182056
1493,9547,7,1993,1993,1993,2,1594,1,6,1594,472,2,168991
1494,9548,7,2003,2003,2003,2,941,1,7,1829,613,2,237000
1495,9549,8,1995,1996,1995,1,1494,1,6,1494,481,2,270000
1496,9550,7,1915,1970,1998,1,756,1,7,1717,642,3,140000
1497,9554,8,1993,1994,1993,2,777,1,8,1911,471,2,215000
1499,9556,7,1992,1993,1992,2,1168,0,6,1187,420,2,183389
1500,9560,5,1972,1972,1972,1,864,0,5,864,288,1,128500
1501,9571,5,1956,1956,1956,1,1073,0,5,1073,340,1,161718
1502,9571,5,1956,1956,1956,1,1144,0,6,1144,596,1,129000
1503,9571,5,1956,1956,1956,1,1509,1,6,1509,322,1,181416
1506,9576,6,1945,1950,1945,1,770,0,5,1182,378,1,181012
1507,9587,7,2005,2005,2005,2,856,0,5,1166,400,2,190000
1508,9588,8,2007,2007,2007,2,1482,1,10,2574,868,3,276000
1509,9590,7,2003,2003,2003,2,868,1,6,1146,438,2,187500
1510,9591,8,2004,2005,2004,2,1143,1,9,2473,852,3,317000
1511,9591,8,2004,2005,2004,2,1713,1,7,1713,856,3,274900
1514,9600,4,1950,1995,1996,2,1067,0,4,1067,436,2,128000
1516,9600,5,1920,1960,1930,2,973,0,10,2350,393,2,191435
1517,9600,5,1925,1994,1925,1,702,0,6,1472,250,1,125000
1518,9600,5,1940,1950,1940,1,728,2,7,1308,256,1,160000
1519,9600,5,1948,1950,1948,1,1212,0,6,1668,240,1,181059
1520,9600,5,1949,2003,1985,1,845,0,4,893,576,2,135000
1521,9600,5,1950,1950,1950,1,1200,0,6,1200,246,1,181681
1522,9600,5,1950,2006,1950,1,572,1,7,1337,264,1,183683
1523,9600,5,1950,2007,1950,1,1113,1,5,1113,264,1,147000
1524,9600,5,1951,1951,1951,1,1056,0,7,1216,280,1,181059
1525,9600,5,1955,1955,1955,1,1078,0,6,1150,288,1,172410
1526,9600,5,1956,1956,1956,1,1050,0,5,1050,338,1,128900
1527,9600,5,1959,1959,1959,1,1041,0,6,1041,270,1,124500
1528,9600,5,1960,1960,1960,2,1296,0,6,1496,450,2,175949
1529,9600,5,1961,1990,1961,1,1251,1,7,1433,441,2,182164
1530,9600,5,1966,1966,1966,1,1232,0,6,1232,490,2,176363
1531,9600,5,1967,1967,1967,1,1141,0,6,1141,568,1,183269
1532,9600,5,1967,1967,1967,1,1568,0,7,1568,440,2,176156
1533,9600,5,1968,1968,1968,1,1051,0,6,1051,504,2,183269
1534,9600,5,1969,1969,1969,2,1288,1,6,1336,502,2,181681
1536,9600,6,1917,1950,1950,1,735,1,8,2058,396,2,129500
1537,9600,6,1924,1950,1978,1,572,0,5,1096,0,0,79000
1538,9600,6,1950,1950,1950,1,1032,0,6,1252,288,1,119000
1539,9600,6,1950,2005,1950,1,856,0,6,1668,271,1,140000
1540,9600,6,1953,1953,1953,1,1416,2,7,1644,418,2,167000
1541,9600,6,1955,1972,1955,1,1156,2,7,1520,364,1,153000
1542,9600,6,1955,1996,1955,1,992,1,8,1661,377,1,165500
1543,9600,6,1958,1988,1958,2,1240,1,6,1632,338,1,139000
1544,9600,6,1961,1961,1961,1,1218,1,6,1254,525,2,180161
1545,9600,6,1971,1971,1971,1,715,0,7,1645,441,2,191849
1546,9600,6,1976,1976,1976,2,1262,1,6,1262,460,2,181500
1547,9600,6,1976,1994,1976,2,528,1,7,1855,512,2,187000
1548,9600,7,1925,1990,1925,1,728,1,6,1641,546,2,178000
1549,9600,7,1928,2005,1928,2,689,1,7,1378,360,2,161000
1550,9600,7,1969,1969,1969,1,1164,0,6,1164,528,2,140000
1551,9600,7,1973,1973,1973,1,1242,1,6,1242,528,2,175500
1552,9600,7,1974,1974,1974,2,1165,1,8,2061,498,2,191642
1554,9600,8,1976,1976,1976,2,392,1,5,2499,527,2,187222
1556,9605,7,2006,2006,2006,2,982,0,7,1977,574,3,182381
1557,9605,7,2007,2007,2007,1,1218,0,6,1218,576,2,177271
1558,9610,6,1958,1958,1958,1,1121,1,7,1336,488,2,188813
1559,9612,8,2008,2009,2008,2,1468,1,6,1468,898,3,244600
1560,9620,6,1977,1977,1977,2,1243,1,6,1285,473,2,177508
1561,9627,7,1993,1994,1993,2,996,1,9,2000,650,3,187741
1562,9627,7,2007,2007,2007,2,1351,0,6,1361,610,2,180422
1563,9636,6,1992,1993,1993,2,808,1,7,1593,389,2,178000
1564,9638,6,1919,1990,1969,2,804,1,10,2447,336,1,169000
1565,9638,6,1977,1977,1977,1,1029,1,6,1117,542,2,185968
1567,9649,6,1999,2000,1999,2,941,1,7,1644,460,2,180258
1568,9650,6,1923,1950,1980,1,784,1,7,1603,599,2,193743
1569,9650,6,1977,1977,1977,2,1350,1,6,1334,630,2,167900
1570,9656,2,1923,1970,1928,1,678,1,5,832,780,2,165407
1571,9658,8,2006,2006,2006,2,1598,1,6,1606,871,3,180690
1572,9660,8,1997,1997,1997,2,1173,1,9,2199,516,2,183801
1573,9660,8,1998,1998,1998,2,1044,1,7,1976,885,3,177862
1574,9662,5,1977,1977,1977,2,1967,0,10,1967,580,2,224323
1575,9670,8,1935,1950,1935,1,608,2,9,1873,786,2,193782
1576,9671,6,1969,1969,1969,2,1248,0,12,2544,907,3,221648
1577,9672,6,1984,1985,1986,2,1040,0,6,1097,480,2,152000
1578,9675,5,1975,1975,1975,1,864,0,5,879,440,2,184728
1579,9675,7,2005,2005,2005,2,1113,1,8,1971,689,2,253000
1580,9680,5,1967,1967,1967,2,1510,0,6,1510,517,2,176521
1581,9709,8,2007,2007,2007,2,918,2,8,2100,786,3,184795
1582,9717,5,1950,1996,1950,1,1078,0,5,1078,240,1,142125
1583,9720,5,1977,1977,1977,2,995,1,6,1009,576,2,181502
1585,9720,9,2001,2002,2001,2,1357,1,7,1947,725,3,175080
1586,9723,6,1963,1963,1963,1,1008,0,5,1008,430,2,173550
1587,9724,5,1947,1950,1947,1,938,1,5,1043,273,1,168027
1588,9724,5,1952,2002,1994,2,1140,2,7,2461,400,2,175502
1589,9729,6,2006,2007,2007,2,698,1,6,1746,350,3,181520
1590,9734,7,2004,2004,2004,2,384,0,7,1374,400,2,178630
1591,9735,5,2006,2007,2007,2,384,0,7,1394,400,2,167500
1592,9736,6,1957,1969,1957,1,1331,3,8,1721,464,2,192600
1593,9738,5,1924,1950,1965,1,784,0,7,1221,392,1,104900
1594,9742,8,2002,2002,2002,2,1777,1,7,1795,534,2,230000
1595,9743,5,1969,1969,1969,1,720,0,7,1308,484,2,180650
1596,9750,5,1958,1958,2002,1,960,0,5,960,624,2,183564
1597,9750,5,1959,1959,1959,1,984,0,5,984,308,1,167388
1598,9750,5,1962,1962,1969,1,980,0,5,980,400,2,185290
1599,9750,5,1965,1965,1965,2,1625,0,8,1625,484,2,196149
1600,9750,5,1967,1967,1967,2,980,0,6,980,384,1,135500
1601,9750,5,1994,1994,1997,1,990,0,5,990,528,2,182873
1602,9750,6,1958,1958,1958,1,1442,0,7,1442,301,1,157900
1603,9750,6,1969,1969,1969,1,1054,0,6,1054,460,2,151000
1604,9750,6,1977,1977,1977,1,902,1,5,926,351,1,164280
1605,9750,7,1998,1998,1998,2,1108,1,8,2097,583,2,274300
1606,9750,7,2000,2001,2000,2,1630,1,6,1630,451,2,213000
1607,9750,7,2004,2004,2004,2,1445,0,6,1445,470,2,180664
1608,9757,5,1994,1994,1995,1,990,0,5,990,440,1,184199
1609,9758,5,1971,1971,1981,1,950,0,5,950,280,1,119500
1610,9759,5,1966,1966,1966,1,1051,0,6,1051,264,1,179162
1611,9760,6,1963,1984,1963,1,1395,1,7,1395,440,2,164507
1612,9760,6,1964,1964,1964,1,780,0,7,1611,442,2,167900
1613,9760,6,1964,1993,1964,2,822,1,7,1851,440,2,187000
1614,9764,5,1967,2003,1967,1,894,0,5,894,450,2,130000
1615,9765,6,1993,1993,1993,2,680,1,6,1470,420,2,185000
1616,9768,5,1955,1955,1955,1,960,0,5,960,330,1,162106
1617,9770,5,1957,1957,1957,1,922,0,5,922,308,1,166115
1619,9780,5,1934,1950,1934,2,585,0,6,1112,226,1,189786
1620,9780,7,1950,2005,1950,1,976,2,8,1952,299,1,192686
1621,9783,6,1996,1996,1996,2,821,1,7,1776,443,2,181419
1622,9786,3,1922,1950,1922,1,1007,1,6,1077,210,1,91000
1623,9786,6,1962,1981,1962,1,912,1,7,1734,440,2,159000
1624,9790,6,1963,1963,1963,1,1328,2,6,1328,528,2,143000
1625,9790,6,1967,1967,1967,2,1372,1,7,1342,457,2,161500
1626,9800,5,1920,1950,1920,1,816,0,5,1012,429,1,163481
1627,9800,5,1972,1972,1975,1,894,0,5,894,552,2,149900
1628,9801,8,2007,2007,2007,3,1341,1,7,1861,851,3,181869
1629,9802,5,2006,2007,2007,2,352,0,6,1442,400,2,178556
1630,9802,5,2006,2007,2007,2,384,0,7,1444,400,2,176761
1631,9803,7,2005,2005,2005,2,866,0,7,1768,603,2,226700
1632,9803,7,2009,2010,2010,2,1214,0,6,1214,520,2,160172
1633,9808,7,2002,2002,2002,2,1573,0,6,1573,544,2,227000
1634,9819,5,1967,1967,1970,1,882,0,5,900,280,1,122000
1635,9819,6,1977,1977,1977,2,1567,2,5,1567,714,2,196000
1637,9825,5,1966,1966,1966,1,1092,0,6,1092,264,1,178601
1638,9825,5,1967,1967,1967,1,936,1,4,936,384,1,170643
1639,9828,8,1995,1995,1995,2,1128,1,8,2020,466,2,239500
1640,9830,5,1959,2006,1997,1,1063,1,7,1287,576,2,162000
1641,9836,6,2008,2008,2008,1,192,0,7,1133,308,1,187462
1642,9839,5,1931,1950,1977,1,894,1,7,1666,0,0,177939
1643,9839,6,1980,2006,1980,2,712,1,7,2237,440,2,175522
1644,9840,5,1959,1998,1959,2,1248,0,7,1440,480,1,167565
1646,9842,5,1921,1998,1998,3,612,0,8,2601,621,2,189000
1647,9849,7,2007,2007,2007,2,1689,0,7,1689,954,3,248328
1648,9855,6,1956,1956,1956,1,1436,1,7,1689,480,2,127500
1650,9858,5,1968,1968,1968,1,864,0,5,874,288,1,130000
1651,9863,6,1927,1950,1927,1,728,1,9,1642,374,1,191745
1652,9873,4,1970,1970,1970,1,960,0,6,960,576,2,129000
1653,9880,6,1977,1977,1977,1,1096,1,6,1118,358,1,171000
1654,9888,5,1954,1975,1954,1,936,0,5,936,240,1,166140
1655,9892,8,1994,1995,1994,2,1679,2,6,1803,482,2,174728
1657,9900,5,1915,1950,1977,1,1212,0,6,1392,0,0,174744
1658,9900,5,1961,1961,1961,1,1114,0,5,1114,451,2,179854
1659,9900,5,1966,1966,1966,1,1209,0,6,1209,504,2,176954
1661,9900,6,1940,1950,1940,2,778,1,7,1489,240,1,139500
1662,9900,6,1967,1967,1967,1,1680,0,5,1691,550,2,164575
1663,9900,7,1968,1968,1968,2,832,1,9,1978,486,2,176000
1664,9900,7,1993,1993,1993,2,1347,1,9,2646,656,3,260000
1665,9906,4,1925,1950,1940,1,686,0,8,1328,210,1,107000
1666,9910,7,2007,2007,2007,2,1369,0,5,1369,605,2,185191
1667,9920,5,1954,1954,1954,1,1056,0,6,1063,280,1,128000
1668,9920,5,1969,1969,1969,1,971,1,5,971,300,1,128500
1669,9920,7,1996,1997,1997,2,1117,1,8,2013,455,2,269790
1670,9926,7,2005,2006,2005,2,1614,0,7,1614,878,3,180803
1671,9927,7,1976,1976,1976,1,1047,1,5,1083,596,2,170636
1672,9928,7,1915,1994,1915,2,672,0,8,1944,216,1,180116
1673,9928,7,1991,1992,1991,2,1454,1,6,1478,506,2,180807
1674,9930,7,2002,2002,2002,2,826,0,6,1762,591,2,183918
1675,9937,5,1964,1999,1968,1,1486,0,7,1486,480,2,167000
1676,9937,5,1965,1965,1965,1,1256,0,6,1256,276,1,147500
1677,9938,7,1993,1994,1993,2,1050,1,8,1949,574,2,236000
1678,9938,7,1994,1994,1994,2,1602,1,7,1626,534,2,178824
1679,9942,9,2005,2006,2005,2,1606,1,8,2091,521,2,181732
1680,9945,5,1961,1961,1963,1,988,0,5,988,572,2,128500
1681,9947,7,1990,1991,1990,2,1188,0,6,1217,497,2,173000
1682,9950,7,1995,1995,1995,2,1203,1,9,2520,721,3,290000
1684,9965,7,2007,2007,2007,3,1528,1,6,1528,480,2,185299
1686,9967,7,2000,2000,2000,2,384,1,8,1430,400,2,170000
1687,9978,6,1998,1998,1998,2,926,1,7,1604,470,2,179317
1688,9981,5,1967,1967,1967,1,1073,0,6,1073,270,1,177804
1689,9986,8,2006,2007,2007,2,1795,1,7,1795,895,3,147000
1690,9990,4,1991,1991,1991,2,1680,1,6,1689,432,2,182241
1691,9991,4,1976,1993,1993,2,1281,1,8,1620,490,2,150000
1692,10000,5,1956,1956,1956,1,1058,1,6,1370,300,1,178531
1693,10000,5,1961,1983,1961,1,864,1,6,1144,264,1,131400
1694,10000,5,1973,2000,1973,1,1176,1,5,1178,439,2,157000
1695,10000,5,2002,2002,2002,2,1441,1,6,1392,650,3,188683
1696,10000,6,1962,1962,1962,1,1116,0,5,1116,440,2,160000
1697,10000,6,1974,1974,1974,2,1103,0,6,1103,462,2,182951
1698,10000,6,1993,1994,1993,2,763,1,7,1655,440,2,177150
1699,10000,8,1995,1996,1995,2,1220,1,8,2090,556,2,240000
1700,10000,8,2006,2006,2006,2,1588,1,7,1588,825,3,227000
1701,10004,6,1964,1964,1964,1,1516,0,6,1516,472,2,167000
1702,10005,7,1977,1977,1977,2,1160,1,8,2022,505,2,192000
1703,10007,5,1959,2006,1959,1,1053,0,5,1053,312,1,145500
1704,10010,5,1974,1975,1975,1,1389,1,6,1389,418,2,170000
1705,10010,7,1993,1994,1993,2,1080,1,9,2197,783,3,195556
1706,10011,5,1957,1996,1957,1,1070,1,6,1236,447,1,134450
1707,10012,4,1972,1972,1974,2,1138,0,6,1181,588,2,137500
1710,10021,6,1997,2006,1997,2,635,0,6,1308,497,2,180990
1711,10029,6,1988,1989,1988,2,1151,1,8,2060,521,2,211000
1712,10032,6,1959,1959,1956,1,1244,2,6,1580,440,2,179423
1713,10037,8,2006,2007,2006,2,1460,1,6,1460,480,2,183438
1714,10041,8,1992,1992,1992,2,908,1,8,1915,506,2,220000
1715,10042,6,1920,1995,1920,1,660,1,4,865,216,1,171070
1716,10044,5,1968,1968,1968,1,1196,0,6,1196,336,1,179447
1717,10050,5,1955,1955,1955,1,1216,0,5,1216,336,1,184361
1718,10050,5,1966,1966,1966,2,793,1,6,1280,432,2,182152
1719,10083,7,2003,2003,2003,2,1176,0,5,1200,555,2,184900
1720,10084,7,2005,2006,2005,2,1552,0,7,1552,782,3,212900
1721,10084,8,2004,2005,2004,2,1686,1,7,1694,636,2,307000
1722,10090,7,1963,1999,1963,2,725,2,6,1651,276,1,199926
1723,10106,5,1940,1999,1978,2,644,0,6,1355,0,0,127500
1724,10110,6,2003,2003,2003,2,835,0,7,1696,542,2,182477
1725,10110,9,2008,2008,2008,2,1858,1,7,1866,870,3,173621
1726,10114,5,2004,2005,2004,2,1430,0,7,1430,624,2,176270
1728,10120,8,1994,1994,1994,2,1165,1,8,2526,844,3,290000
1731,10125,6,1977,1977,1980,2,1196,2,6,1279,473,2,171500
1732,10125,7,2004,2004,2004,2,846,1,7,1594,434,2,181609
1733,10125,8,2000,2001,2000,2,1107,1,7,2052,642,3,179399
1734,10126,6,1997,1998,1998,2,1838,0,8,1838,721,3,169233
1735,10130,8,2007,2007,2007,2,1702,1,7,1702,844,3,177199
1737,10134,5,1940,1950,1940,1,735,0,5,1034,240,1,109000
1738,10140,5,1975,1975,1975,1,1056,0,6,1074,495,2,153500
1739,10140,6,1974,1974,1974,2,1064,1,7,1350,478,2,165000
1740,10140,6,1974,1974,1974,2,1116,1,6,1116,528,2,178324
1741,10140,6,1974,1999,1974,1,1040,1,5,1309,484,2,181000
1742,10140,7,1967,1967,1967,2,1334,0,7,1334,477,2,181017
1743,10140,7,1976,1976,1976,2,832,1,8,1664,528,2,162900
1744,10140,7,1998,1999,1998,2,1650,1,7,1680,583,2,213250
1745,10141,7,1998,1998,1998,2,832,1,7,1718,427,2,185000
1746,10141,8,2004,2004,2004,2,1512,0,6,1512,845,3,175011
1747,10142,7,2004,2004,2004,2,956,0,8,2084,618,2,233000
1748,10143,6,1963,1963,1963,1,1380,0,6,1380,364,1,180539
1749,10147,6,1994,1994,1994,2,392,1,7,1694,398,2,179028
1750,10150,5,1958,1958,1958,1,912,0,5,912,275,1,114500
1751,10152,5,1956,1956,1956,1,1048,0,6,1048,286,1,135000
1752,10152,6,1956,1994,1956,1,1124,1,6,1124,353,1,182145
1753,10159,9,2009,2010,2010,2,1930,1,8,1940,606,3,395192
1754,10164,5,1939,1950,1939,2,992,2,6,1465,240,1,184379
1755,10170,6,1951,1951,1951,1,216,1,5,1575,400,2,170010
1756,10171,7,2004,2004,2004,2,1517,0,7,1535,532,2,214000
1757,10172,5,1968,2003,1968,1,864,0,5,874,288,1,187709
1758,10175,6,1964,1964,1964,2,1425,1,7,1425,576,2,180500
1759,10176,7,1990,1990,1990,1,1300,1,5,1341,506,2,162011
1760,10179,6,1997,1997,1997,2,945,1,7,1608,470,2,181715
1761,10180,5,1968,1968,1990,1,912,1,5,1044,372,2,181510
1762,10182,8,2006,2006,2006,2,1660,1,8,1660,500,2,290000
1763,10184,6,1963,1963,1963,1,1083,1,6,1146,294,1,183313
1764,10186,7,1992,1992,1992,2,750,1,8,1923,564,2,190000
1765,10192,7,1968,1992,1968,3,570,1,8,1920,487,2,170000
1766,10197,6,1961,1961,1961,1,1362,1,6,1362,504,2,163000
1768,10200,5,1940,1997,1940,1,672,0,4,672,240,1,108000
1769,10200,5,1954,2003,1989,1,1086,0,6,1086,490,2,144900
1770,10200,5,1970,1970,1979,1,864,0,5,904,912,3,181549
1771,10200,6,1974,1974,1974,2,1434,1,7,1434,528,2,193927
1772,10200,6,1988,1989,1988,2,1461,1,5,1509,600,2,175000
1773,10200,8,2007,2007,2007,2,1578,1,7,1602,810,3,175127
1774,10205,5,1962,1962,1962,1,925,0,6,999,300,1,134500
