,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,Totalarea,TotalBsmtFin,TotalSF,TotalBath,TotalPorch,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_RFn,GarageFinish_Unf,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1088,1089,160,24.0,2522,7,5,2004,50.0,970,970,739,1709,0,2,0,3,7,0,2004.0,380,0,40,4,2006,5.138302698166282,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1089,1090,120,37.0,3316,8,5,2005,0.0,1247,1247,0,1247,1,1,1,1,4,1,2005.0,550,0,84,4,2006,5.2944662261615925,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1090,1091,90,60.0,8544,3,4,1950,0.0,0,1040,0,1040,0,2,0,2,6,0,1987.0,400,0,0,6,2009,4.968015713993641,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1091,1092,160,24.0,2160,7,5,2000,212.0,600,624,628,1252,1,2,1,2,4,0,1999.0,462,0,48,3,2008,5.204119982655925,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1092,1093,50,60.0,8400,6,5,1950,0.0,1181,1390,304,1694,0,2,0,4,7,1,1925.0,576,342,0,6,2008,5.135132651376775,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1093,1094,20,71.0,9230,5,8,1998,166.0,864,1200,0,1200,1,1,1,1,6,0,1977.0,884,0,64,10,2006,5.164352855784437,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1094,1095,20,74.0,5868,5,7,2000,0.0,936,936,0,936,1,1,0,2,4,0,1956.0,308,0,0,5,2010,5.110589710299249,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1095,1096,20,78.0,9317,6,5,2006,0.0,1314,1314,0,1314,0,2,0,3,6,1,2006.0,440,0,22,3,2007,5.246577357230246,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1096,1097,70,60.0,6882,6,7,2006,0.0,684,773,582,1355,0,1,1,3,7,0,1959.0,0,136,0,3,2007,5.103803720955957,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1097,1098,120,60.0,3696,8,5,1986,0.0,1074,1088,0,1088,0,1,1,2,5,0,1987.0,461,0,74,10,2007,5.230448921378274,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1098,1099,50,50.0,6000,4,6,1950,0.0,672,757,567,1324,0,1,0,3,6,0,1936.0,240,0,0,7,2009,5.107209969647869,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1099,1100,20,82.0,11880,7,5,1978,206.0,1271,1601,0,1601,0,2,0,3,7,1,1978.0,478,0,0,4,2009,5.195899652409234,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1100,1101,30,60.0,8400,2,5,1950,0.0,290,438,0,438,0,1,0,1,3,0,1930.0,246,0,0,1,2009,4.778151250383644,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1101,1102,20,61.0,9758,5,5,1971,0.0,950,950,0,950,0,1,0,3,5,0,1981.0,280,0,0,7,2007,5.077367905284157,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1102,1103,20,70.0,7000,5,7,2002,45.0,1010,1134,0,1134,0,1,0,2,6,0,1960.0,254,0,16,4,2007,5.1303337684950066,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1103,1104,20,79.0,8910,6,6,1959,0.0,655,1194,0,1194,0,1,0,3,6,1,1954.0,539,0,0,7,2006,5.2027606873932,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1104,1105,160,24.0,2016,5,5,1970,304.0,630,630,672,1302,0,2,1,3,6,0,1970.0,440,0,0,4,2007,5.02530586526477,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1105,1106,60,98.0,12256,8,5,1995,362.0,1463,1500,1122,2622,1,2,1,3,9,2,1994.0,712,186,32,4,2010,5.511883360978874,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1106,1107,20,114.0,10357,7,5,1991,0.0,910,1442,0,1442,1,2,0,3,6,1,1990.0,719,0,244,5,2007,5.255031163345551,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1107,1108,60,168.0,23257,7,5,2006,0.0,868,887,1134,2021,0,2,1,3,9,1,2006.0,422,0,100,9,2006,5.438898182056245,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1108,1109,60,63.0,8063,6,5,2000,0.0,924,948,742,1690,0,2,1,3,7,1,2000.0,463,100,48,11,2007,5.2576785748691846,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1109,1110,20,107.0,11362,8,5,2005,42.0,1836,1836,0,1836,1,2,0,3,7,1,2004.0,862,125,185,3,2009,5.447158031342219,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1110,1111,60,64.0,8000,6,5,1996,0.0,773,773,885,1658,1,2,1,3,8,1,1995.0,431,224,84,6,2008,5.27415784926368,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1111,1112,60,80.0,10480,7,6,1976,660.0,803,1098,866,1964,0,2,1,4,8,1,1976.0,483,0,69,9,2008,5.311753861055754,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1112,1113,20,73.0,7100,5,7,1957,0.0,816,816,0,816,1,1,0,2,5,0,1957.0,308,0,0,7,2006,5.113609151073028,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1113,1114,20,66.0,8923,5,7,2006,0.0,1008,1008,0,1008,1,1,0,2,6,0,1953.0,240,0,18,5,2007,5.128722284338426,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1114,1115,20,90.0,5400,5,7,2000,0.0,833,833,0,833,0,1,0,2,4,0,1955.0,326,0,0,8,2006,5.068185861746161,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1115,1116,20,93.0,12085,8,5,2007,328.0,1734,1734,0,1734,1,2,0,3,7,1,2007.0,928,0,0,11,2007,5.502427119984433,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1116,1117,80,63.0,7750,8,5,2002,0.0,408,779,640,1419,1,2,1,3,7,1,2002.0,527,120,0,3,2009,5.265053788504015,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1117,1118,20,57.0,9764,5,7,2003,0.0,894,894,0,894,1,1,0,3,5,0,1967.0,450,0,0,5,2008,5.113943352306837,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1118,1119,80,85.0,13825,5,6,1987,0.0,533,1021,580,1601,0,1,0,3,6,0,1958.0,300,280,34,12,2008,5.146128035678238,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1119,1120,20,70.0,7560,5,5,1959,0.0,1040,1040,0,1040,0,1,0,3,6,0,1959.0,286,140,0,7,2006,5.126131407261984,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1120,1121,30,59.0,8263,6,5,1950,0.0,1012,1012,0,1012,0,1,0,2,6,1,1920.0,308,0,22,5,2007,5.073351702386901,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1121,1122,20,84.0,10084,7,5,2006,196.0,1552,1552,0,1552,0,2,0,3,7,0,2005.0,782,144,20,7,2006,5.328175661438323,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1122,1123,20,46.0,8926,4,3,1956,0.0,672,960,0,960,0,1,0,3,5,0,1956.0,288,64,0,10,2009,5.049218022670182,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1123,1124,20,50.0,9405,5,9,2008,0.0,698,698,0,698,0,1,0,2,4,0,1958.0,0,0,200,6,2009,5.071882007306125,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1124,1125,80,59.0,9125,7,5,1992,170.0,384,812,670,1482,0,2,1,3,7,1,1992.0,392,100,25,7,2007,5.214578953570499,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1125,1126,20,60.0,10434,4,5,1955,0.0,1005,1005,0,1005,0,1,0,2,5,1,1977.0,672,0,0,11,2009,5.060697840353612,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1126,1127,120,53.0,3684,7,5,2007,130.0,1373,1555,0,1555,0,2,0,2,7,1,2007.0,660,143,20,6,2009,5.2405492482825995,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1127,1128,20,182.0,14572,7,5,2004,0.0,1530,1530,0,1530,1,2,0,3,7,1,2004.0,630,144,36,11,2007,5.413299764081252,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1128,1129,60,59.0,11796,7,5,2005,0.0,847,847,1112,1959,0,2,1,4,8,1,2004.0,434,100,48,7,2007,5.332438459915605,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1129,1130,90,60.0,7200,5,5,1980,180.0,936,936,0,936,1,1,0,2,4,0,1980.0,672,49,0,8,2007,5.146128035678238,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1130,1131,50,65.0,7804,4,3,1950,0.0,1122,1328,653,1981,1,2,0,4,7,2,1981.0,576,431,44,12,2009,5.1303337684950066,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1131,1132,20,63.0,10712,5,5,1992,0.0,974,974,0,974,0,1,0,3,5,0,1955.0,0,0,28,9,2007,4.970811610872517,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1132,1133,70,90.0,9900,6,4,1950,0.0,1008,1178,1032,2210,0,2,0,5,8,0,1930.0,205,0,48,5,2007,5.0700378666077555,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1133,1134,60,80.0,9828,8,5,1995,0.0,1128,1142,878,2020,0,2,1,3,8,1,1995.0,466,0,155,6,2009,5.379305517750582,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1134,1135,60,57.0,8773,6,5,1997,0.0,916,916,684,1600,0,2,1,3,7,1,1997.0,460,100,38,8,2007,5.227886704613674,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1135,1136,30,60.0,6180,6,5,1950,0.0,960,986,0,986,0,1,0,2,5,1,1926.0,180,0,128,5,2007,5.008600171761918,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1136,1137,50,80.0,9600,6,5,1950,0.0,1032,1032,220,1252,0,1,0,3,6,0,1950.0,288,0,0,4,2008,5.075546961392531,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1137,1138,50,54.0,6342,5,8,1996,0.0,780,780,240,1020,0,1,0,2,6,0,1955.0,0,0,0,5,2010,4.973127853599698,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1138,1139,20,66.0,9819,6,5,1977,0.0,1567,1567,0,1567,1,2,0,2,5,2,1977.0,714,264,32,5,2009,5.292256071356476,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1139,1140,30,98.0,8731,5,5,1950,0.0,915,1167,0,1167,0,1,0,3,6,1,1972.0,495,0,0,5,2007,5.158362492095249,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1140,1141,20,60.0,7350,5,7,1951,0.0,952,952,0,952,1,1,0,2,4,0,1988.0,840,0,0,6,2008,5.143014800254095,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1141,1142,60,66.0,10304,5,7,1976,44.0,780,1088,780,1868,1,2,1,4,9,1,1976.0,484,448,96,10,2009,5.295567099962479,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1142,1143,60,77.0,9965,8,5,2007,340.0,1466,1466,1362,2828,1,3,0,4,11,1,2006.0,1052,125,144,4,2007,5.628256066711006,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1143,1144,20,39.0,9000,5,3,1959,0.0,1006,1006,0,1006,0,1,0,3,5,0,1953.0,0,0,24,7,2008,4.903089986991944,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1144,1145,190,60.0,12180,4,4,1950,0.0,672,672,252,924,1,1,0,2,5,0,1941.0,280,0,0,7,2010,4.903089986991944,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1145,1146,50,52.0,6240,5,6,1950,0.0,1042,1042,534,1576,0,1,0,3,8,1,1928.0,225,0,0,8,2006,5.173186268412274,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1146,1147,20,62.0,11200,6,5,1985,85.0,1298,1298,0,1298,1,2,0,3,5,1,1985.0,403,165,26,5,2006,5.2552725051033065,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1147,1148,70,75.0,12000,7,7,1950,0.0,704,860,704,1564,0,1,1,3,7,1,1941.0,234,0,0,7,2009,5.241795431295198,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1148,1149,50,48.0,5700,7,7,1950,0.0,572,572,539,1111,0,1,0,2,5,1,1982.0,288,0,0,8,2008,5.06781451116184,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1149,1150,70,50.0,9000,7,9,1988,0.0,650,832,650,1482,0,1,0,3,7,0,1930.0,324,0,0,7,2009,5.155336037465061,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1150,1151,20,57.0,8280,6,5,1950,0.0,932,932,0,932,0,1,0,2,4,1,1950.0,306,0,0,11,2007,5.093421685162235,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1151,1152,20,134.0,17755,5,4,1959,132.0,1466,1466,0,1466,0,1,1,3,6,2,1959.0,528,0,140,11,2006,5.175801632848279,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
1152,1153,20,90.0,14115,6,7,2004,0.0,1073,1811,0,1811,0,1,0,2,6,1,1956.0,470,0,0,7,2006,5.361727836017593,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1153,1154,30,48.0,5890,6,8,2007,0.0,816,816,0,816,0,1,0,2,5,0,2002.0,432,0,0,6,2008,5.080987046910887,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1154,1155,60,67.0,13700,7,6,1988,288.0,864,902,918,1820,0,1,2,4,8,2,1965.0,492,60,84,5,2008,5.304921161900892,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
1155,1156,20,90.0,10768,5,8,2004,0.0,1437,1437,0,1437,1,2,0,3,6,1,1976.0,528,0,21,7,2007,5.338456493604605,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1156,1157,80,85.0,9350,5,8,1999,0.0,1219,1265,0,1265,0,2,0,3,6,1,1965.0,502,0,92,10,2008,5.255031163345551,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1157,1158,120,34.0,5001,7,5,2008,166.0,1314,1314,0,1314,1,2,0,2,6,1,2008.0,626,172,62,7,2009,5.361727836017593,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1158,1159,20,92.0,11932,8,5,2008,186.0,1580,1580,0,1580,0,2,0,3,7,0,2008.0,830,0,24,6,2008,5.371304349760494,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
